Address,Status,Bought Amount (ALPH),Remaining (ALPH)
1Fy72Q8cpr9u8NtqAx8jhLpU1PuyKyGTSRPvDfVHvy7Dy,Fully Allocated,647.5666,0.0000
1F81Fx48GF2wUqVX7YzMHoTdNxb8MsmURN2nDhzTfjYK4,Fully Allocated,646.9000,0.0000
1mJsV2SAiWCqWr5CA4b96UZfix5MBCSsc8fUkzH5iSAG,Fully Allocated,647.5666,0.0000
1CZwvKDTgxgn7tkUpRLykmLoY3vgKxUjL2eYiBqiTLYbk,Fully Allocated,647.5666,0.0000
1DKeN55isjYbACoiVmpXJ3GpEH62oAVcPa8nP2Srg1b1a,Under Bought,0.8190,646.7477
1FSNxDFLFt7k9j8i3VyhfKY8tovdg5xh6ViexNfDG7ECc,Fully Allocated,647.5666,0.0000
1Bwc4GFuWQFwk4QybpHkiRZYxz2QyvHtPMUikaXpBokx4,Fully Allocated,647.5666,0.0000
135zc7hViTDYqveC2yvWNfmyR4xKB47NkwGxyphTLLWqK,Fully Allocated,647.5666,0.0000
1GHzctbEhi3QHncqhcvPXSEW86EbW7xn3XiiYqftmfctm,Fully Allocated,647.5666,0.0000
1A3W694JvDmvxuZ5SCH13P3RPNfWoircYUCRcPjoBD6wm,Fully Allocated,647.5666,0.0000
16VzWKMm6gmvR1DCwP3PNATtAHG822HcdjWxhRwX1u9qA,Fully Allocated,647.5666,0.0000
18c4DzUfuD6egHKx6JYeEU6xiCaYVLCkeFEe5drfeUKtR,Fully Allocated,647.5666,0.0000
18YbWJzwA4nRiJc5SYY2Fu1Ymi5Tz3K5dSquYpbHvjfcb,Fully Allocated,647.5666,0.0000
1GH8PQ5ZHFSPxQZt2PUPeZ7gEfvzDHAhUWLE5na1zVskp,Fully Allocated,647.5666,0.0000
1CZXubnU1bPhvX2VGMJ1SRgh3qx2ScikubJ7RmWE2NTPj,Fully Allocated,647.5666,0.0000
13eFJ87gcWKBa4NcKHfC1jL1KcMigFeTjK1wEsHTxTZVX,Fully Allocated,647.5666,0.0000
1GfQfrcEx7XHz168TvoUKbtkRzxw9mQrHWEXif51NqzRF,Fully Allocated,647.5666,0.0000
1FahjWnb46pp4dcHASxDpQkpx1wkDradjNRxV4JerHNcH,Fully Allocated,647.5666,0.0000
1BS2nhxdKSLKGwuBn3muk3n9mAG3gVSPZNBr6TnSaWCyB,Fully Allocated,647.5666,0.0000
143U6XZW2dahzGjb99ZtQGsyGJuX1rHNmHuATFsF5pp1C,Under Bought,646.4667,1.1000
1G4L6RbDBQr5SMuCkBBF6CFqECWAJECy4uPxwwqYfQYAb,Fully Allocated,647.5666,0.0000
1799vLCW43sCZ97j2Zw4q7PRuxHtg2e5Kvkj2MGoZq2Wd,Fully Allocated,647.5666,0.0000
1Add6Taufmd4rjcAZLNBJnzGd63HHtHkWQEnX9Yv97Af9,Fully Allocated,647.5666,0.0000
17qjUbNpd3DgY1EUi7WsMLzzYPbV2ULknbktfTto9DkiA,Fully Allocated,647.5666,0.0000
1CLMnWnEutvwUjoUtaHeJ1zTj5TmeAyCk7asgThUAk7ee,Fully Allocated,647.5666,0.0000
198NYnjrFrsJ9XWNbF6oSF8mHsuJcH7Dg4mhpfnFLX8gf,Fully Allocated,647.5666,0.0000
19iM6zm5BhKbtLkZpuC175BaSFdryi7geFVvWUvtzn1xY,Fully Allocated,647.5666,0.0000
15xdwNnZ8bhjYmpTn3jAwnMhe1NB9P27TfYHE3kTjrgga,Fully Allocated,647.5666,0.0000
13bSYTRUoZLGTKtCNm81dYgESf2cEQQD4oeheYaCtoLNS,Fully Allocated,647.5666,0.0000
17UTg9htHYzPxBqCw2jYQ5C1fFERH3SZgAwYhSPYJM9Y1,Fully Allocated,647.5666,0.0000
1HgLxsSkAdzzKZeAb3JRLLratN2M5gmDhFEm3LHVVnvZN,Under Bought,639.5617,8.0050
17ovWseG41uBD64G7QenULvoPvNZCV3t6jich7LAXCoMi,Under Bought,373.0000,274.5667
17FzuHFt6W9whLMdvPYPVKSEqyUjz9zaMCVsq3dqbBqZw,Fully Allocated,647.5666,0.0000
1CXkPDZA22fQv1EWdCs2neza8BkXFo5cCU8Lu4jATgTZU,Under Bought,56.0149,591.5518
195sM1yRBM3QhWX7zFpA9dsSfDzLAobiTnUDVp1cio6do,Fully Allocated,647.5667,0.0000
1GkuZf18yQeLAXn8Dxy684mj4HsgDV5xyYoW2iBpLDcTs,Under Bought,200.0000,447.5667
1DL1C4VZ7rXe1JyUQ3gvRQpGMpP2KhNLygy39t7igP47p,No Purchase,0.0000,647.5667
1CMBAinTWaaEFVU2SAaTBm9s67SPRLCm1wbDW9iW34BV9,Under Bought,114.5730,532.9937
16HLBhyQxhnW68ooEGcMHgR6VDXPLJLFC5YXGB9QsRnr9,No Purchase,0.0000,647.5667
1HZD6KX66zV8hnL3LKYMpZ4hEg5RVbNeRYrQZzBhA9NFo,Fully Allocated,647.5666,0.0000
1CWjbYSZwkqUqPDod7pxxV2n41eGQnfWuCrfmjzP9GRja,Fully Allocated,647.5666,0.0000
15JYwm41YciXwr2Ln1H847AdH9tueFGweYcJCFBPCZAxU,Fully Allocated,647.5666,0.0000
1F3pGPJtdoAjUuQs2PxHk1gTDMeWoeyGqQWxuFSFmoeg,Under Bought,646.4667,1.1000
19eo2qUVKadGvBbaV46y9VQqQ7kUoVqDzvK9mRSs13vZ1,Fully Allocated,647.5666,0.0000
1GiYAHpQmndjJRYxrJ5mW9Kh12r21kN95eiUgo65RaNCo,Fully Allocated,647.5666,0.0000
14ng74ZbWCHTin7V6BUrpUzgACNQpKk2xBEQJotLHv3Uj,Fully Allocated,647.5666,0.0000
